ssn,first_name,last_name,gender,street,address,job,profile,client_id,district_id,disp_id,traffice_source,dob,age
063-84-6382,Rebecca,Koch,F,17815 Schmidt Mall,Colorado Springs|CO|80918|38.9129|-104.7734|525713,"Scientist, forensic",young_adults_female_urban,3787,21,3787,Third Party Advertisement,2002-05-07,20
029-87-1957,Crystal,Schultz,F,1533 Regina Bypass Suite 846,Pueblo|CO|81007|38.387|-104.7792|151815,Musician,young_adults_female_urban,2312,11,2312,Third Party Advertisement,1999-02-15,23
220-86-0551,Danielle,Evans,F,051 Garcia Trafficway Apt. 240,Colorado Springs|CO|80914|38.8192|-104.7012|525713,Student,young_adults_female_urban,4246,36,4246,Third Party Advertisement,2004-09-09,18
671-98-5555,Heather,Ferrell,F,6504 Austin Mill,Pueblo|CO|81001|38.2879|-104.5848|151815,Student,young_adults_female_urban,1239,11,1239,Third Party Advertisement,2000-09-09,22
304-24-2020,Amber,Paul,F,1883 Murray Ports,Denver|CO|80203|39.7313|-104.9811|990452,Training and development officer,young_adults_female_urban,12079,64,11771,Third Party Advertisement,1996-08-12,26
173-03-3171,Tina,Wilson,F,11316 Sanchez Run,Colorado Springs|CO|80915|38.8558|-104.7134|525713,Dancer,young_adults_female_urban,3515,61,3515,Third Party Advertisement,1999-01-02,23
713-02-5767,Denise,Bailey,F,06250 Massey Mountain,Brighton|CO|80603|39.9515|-104.7746|73471,Student,young_adults_female_urban,268,39,268,Third Party Advertisement,2006-05-02,16
514-32-7144,Abigail,Ramirez,F,97777 Alvin River,Denver|CO|80224|39.688|-104.9108|990452,Student,young_adults_female_urban,10798,1,10490,Third Party Advertisement,2004-03-23,18
137-43-4694,Misty,Richard,F,6930 Ryan Fort,Colorado Springs|CO|80910|38.8152|-104.7703|525713,Student,young_adults_female_urban,1382,18,1382,Third Party Advertisement,2003-11-23,18
582-82-6922,Jennifer,Velasquez,F,173 Dyer Ville Apt. 790,Denver|CO|80223|39.7002|-105.0028|990452,Student,young_adults_female_urban,3970,46,3970,Third Party Advertisement,2004-08-09,18
632-47-6587,Lori,Trujillo,F,014 Gabriel Skyway Suite 595,Fort Collins|CO|80526|40.5473|-105.1076|175625,Student,young_adults_female_urban,3257,73,3257,Third Party Advertisement,2002-05-11,20
745-36-6370,Angela,Barrett,F,0993 Bruce Village,Littleton|CO|80126|39.5437|-104.9691|320420,Student,young_adults_female_urban,3985,75,3985,Third Party Advertisement,2003-04-16,19
541-09-1306,Laurie,Garcia,F,2214 Alan Keys,Aurora|CO|80010|39.7368|-104.8646|389246,Futures trader,young_adults_female_urban,12986,40,12678,Third Party Advertisement,1997-05-08,25
008-52-3949,Maureen,Ruiz,F,9520 Taylor Ridges,Aurora|CO|80014|39.6662|-104.835|389246,Student,young_adults_female_urban,667,26,667,Third Party Advertisement,2005-07-20,17
578-45-1062,Shannon,Mcbride,F,5477 Sara Plain Suite 222,Denver|CO|80236|39.6535|-105.0376|990452,Student,young_adults_female_urban,3763,38,3763,Third Party Advertisement,2001-08-12,21
018-78-1589,Kelly,Jordan,F,045 Kimberly Forges,Pueblo|CO|81005|38.2352|-104.66|151815,Student,young_adults_female_urban,2425,6,2425,Third Party Advertisement,2001-07-18,21
140-45-4929,Katherine,Bailey,F,8907 Mendoza Mountains,Colorado Springs|CO|80907|38.876|-104.817|525713,Student,young_adults_female_urban,221,21,221,Third Party Advertisement,2001-02-25,21
222-01-4560,Lisa,Collins,F,96097 Williams Springs,Denver|CO|80236|39.6535|-105.0376|990452,Student,young_adults_female_urban,7959,1,7959,Third Party Advertisement,2002-06-29,20
143-30-2971,Samantha,Gutierrez,F,108 Hernandez Lights,Englewood|CO|80111|39.6123|-104.8799|99594,Student,young_adults_female_urban,3689,9,3689,Third Party Advertisement,2003-07-12,19
177-73-9380,Amy,Humphrey,F,63348 Patel Landing,Denver|CO|80247|39.6971|-104.8819|990452,Student,young_adults_female_urban,5873,5,5873,Third Party Advertisement,2003-04-06,19
547-05-5363,Heather,Henry,F,37930 Wade Field,Denver|CO|80224|39.688|-104.9108|990452,Mechanical engineer,young_adults_female_urban,2488,9,2488,Third Party Advertisement,2004-09-22,18
452-45-2662,Holly,Rogers,F,804 Richardson Club Apt. 162,Pueblo|CO|81003|38.2843|-104.6234|151815,Student,young_adults_female_urban,4018,3,4018,Third Party Advertisement,2004-09-07,18
889-34-8793,Nicole,Howard,F,4397 Brewer Islands Apt. 906,Denver|CO|80204|39.734|-105.0259|990452,Student,young_adults_female_urban,4328,59,4328,Third Party Advertisement,2000-06-13,22
338-35-9986,Melanie,Morgan,F,49147 Chad Drive,Fort Collins|CO|80521|40.5813|-105.1039|175625,Student,young_adults_female_urban,3794,37,3794,Third Party Advertisement,2000-05-06,22
703-71-9744,Megan,Obrien,F,12975 Mullen Trail Apt. 428,Denver|CO|80211|39.7665|-105.0204|990452,Music therapist,young_adults_female_urban,4715,15,4715,Third Party Advertisement,2000-08-12,22
